,code,time,title,tenant_type,group,urgency1,urgency2,business,bug_type,reason
647,230522-00000577,2023-05-22 10:57:28,【新奥本地】因EAS物料上序列号管理启用错误，现需要将序列号管理标志取消。目前该物料在MES中已无库存，还请协助一下从后台处理。当前已上线，影响生产工人实际报工，还望尽快处理。万分感谢！,,E,严重,紧急,SN管理,数据清理,不是问题，数据处理单
648,230521-00000575,2023-05-21 15:09:55,"生产领料单对接异常，提示：“成品物料是必填项”；子项单位、主库存单位、基本单位一致时，基本单位实发数量、主库存基本单位数量要一致""",,项目组,致命,紧急,集成对接,代码错误,用户突然加的必填属性，原本对接测试的没有问题，之前的对接没传过这个字段
649,230520-00000570,2023-05-20 17:13:01,【安徽省富光实业股份有限公司-不锈钢事业部】用户物料：S22700041设置的生产单位是：根，生产单WEB端查看时根，在APP端报工时显示的是辅助单位公斤，用户修改物料的报工单位时间是：11:20，11:26运行了新版物料需求计划，并下达了生产单，但是生产单中的任务单位未变化，生产单：车间 B-230520-052，麻烦查看下是哪里的问题呢,,E,致命,紧急,生产管理,数据清理,批量更新物料时没有更新工艺路线
650,230520-00000568,2023-05-20 15:36:37,【南通金韦尔智能装备有限公司】-采购单：CGD-GN2322-0509-15，收料单：R-230516-068，显示实际入库数量为：18，但是在物料的出入库历史仅查到6个的出入库记录，帮忙看下什么原因呢,,E,严重,高,库存,无法复现,采购单保存的采购和基本单位比例不正确
651,230520-00000556,2023-05-20 09:40:39,英凯模本地环境，app领料出库扫物料码提示“不支持从非普通仓库出库”，但查询物料批次，物料位置为原材料仓,,E,致命,紧急,生产管理,无法复现,码上数量错误，码上记录的出入库recordId错误
652,230520-00000554,2023-05-20 09:02:15,客户物料对照表打开报错,,产品组,一般,中,物料,环境运维,以前需单独手动下发CPS表单，修改商品配置后支持自动下发
653,230519-00000553,2023-05-19 19:29:05,【江苏千页包装】cps表单报错,,CorePaaS,严重,高,CorePaaS,重复发现,已知问题，预计610修复
654,230519-00000548,2023-05-19 16:55:53,【南京川木】：企业-客户-附件信息为.doc文件无法打开，帮忙看下什么问题呢？，比如客户名称：天津市喜亿鑫科技有限公司,,E,致命,紧急,企业,代码错误,下载附件URL拼接错误
655,230519-00000546,2023-05-19 16:08:31,【旭强】-客户订单编号： PO230517001，在订单列表按产品和按单查询列表显示的客户要求交期怎么不一致，帮忙看下什么原因呢,,E,致命,紧急,订单,代码错误,订单导入时，订单不启用多交期，订单头输入的客户要求日期和物料行输入的客户要求日期不一致会导致这个问题
656,230519-00000542,2023-05-19 14:50:32,【航磁】打开按物料查询报错,,E,致命,紧急,库存,数据清理,openAPI新建物料时，辅助单位信息错误，换算比例为0，导致库存列表换算时报错
657,230519-00000541,2023-05-19 13:38:55,四川羽佳，按仓库查询，注塑车间存在两笔库存数量为负的记录，分别是物料02010145和02010147,,E,致命,紧急,库存,数据清理,生产库存数据同步问题
658,230519-00000539,2023-05-19 12:45:35,富光-不锈钢事业部：备库单导出报错，备库单点详情也报错,,M,致命,紧急,车间计划,数据清理,脏数据导致，已清理
659,230519-00000537,2023-05-19 11:45:29,【安徽省富光实业股份有限公司-塑胶事业部】-采购-报表统计-收料历史记录中搜索物料名称无效,,E,致命,紧急,采购单,代码错误,优化列表筛选参数兼容性时漏掉了物料编号和名称字段
660,230519-00000535,2023-05-19 11:39:36,【明达铝业科技（太仓）有限公司（NEW）】在制品库存列表数据和详情不一致,,E,致命,紧急,库存,数据清理,生产库存数据同步问题
661,230519-00000531,2023-05-19 11:05:06,【南京川木电机有限公司】用户采购发票号：00000160，发票号：43215233，无法作废，查看工作流运行异常,,E,致命,紧急,财务,数据清理,数据已处理。作废发票时，会找上游单据回退部分数据，这个发票关联的应付单都被删了，无法回退，报错了
662,230519-00000529,2023-05-19 10:31:06,【航磁】 环磁事业部，调用corepaas表单webhook还是会报MQ连接失败,,Devops,致命,紧急,日常运维,代码错误,项目部日志平台频繁调用不争取的webhook接口，导致metadata-flow日志堆积占满磁盘空间，mq处理消息出错
663,230519-00000523,2023-05-19 09:35:16,【石家庄天人农业机械装备有限公司】用户BOM点击导出时，确定无反应，麻烦查看下是哪里的问题呢,,M,致命,紧急,BOM,性能问题,全量导出数据较大，mongodb的聚合函数连接超时
664,230519-00000519,2023-05-19 09:26:48,【高要鸿兴】app端账号：WHBT02-02，点击设备点检任务，进入报工详情页提示“NOT FOUND” 帮忙看下什么问题吧,,移动端,致命,紧急,CorePaaS,代码错误,发版代码合并异常，误把其他待上线分支代码合并到集成发布导致
665,230519-00000517,2023-05-19 08:44:11,【新旺】【安诺五金】【简诺】【恒冠】【沃好棒】-新建订单报错“表单不存在”,,CorePaaS,致命,紧急,订单,代码错误,【领域自定义组件】自定义字段组件有问题
666,230518-00000514,2023-05-18 18:00:28,【海子卫浴】创建订单添加产品时，排序异常,,产品组,严重,高,订单,代码错误,添加物料时存储勾选物料时数据类型导致的问题。重复缺陷，之前存在相同问题，已经转需求了
667,230518-00000501,2023-05-18 13:52:10,【平湖弘智】-物料：3010100535-005，按仓库查询，物料列表显示负数与详情页数据显示不一致，帮忙处理下吧,,E,致命,紧急,库存,数据清理,生产库存数据同步问题
668,230518-00000497,2023-05-18 11:43:23,【广州市梓浚供应链管理有限公司】-采购物料价目表：福州市徽桐电子商务有限公司价目表，存在两条相同的物料NT138价目信息，用户：彭彩燕 通过导入更新单价后发现此情况，帮忙看下什么原因呢,,E,一般,中,物料,代码错误,导入接口没有防抖
669,230517-00000488,2023-05-17 18:55:39,【明达铝业科技（太仓）有限公司（NEW）】模具发模保存报错,,M,致命,紧急,工模具,代码错误,删除报工记录未同步corepass
670,230517-00000485,2023-05-17 16:52:56,【南京川木电机有限公司】用户查询供应商：深圳市莫贝克驱动技术优先公司，搜索2022年12月1日到2023年5月7日的应付报表，查看报表中财务应付汇总数据是：1661060标准应付单统计：1754660，统计数据不符，相差的数据是23040357的标准应付单93600元，麻烦查看下是哪里的问题哦，另外其他的供应商也有相同的问题,,E,致命,紧急,财务,重复发现,"应付单数据源有误，导致统计结果错误；"
671,230517-00000484,2023-05-17 16:41:37,【宁波海子卫浴用品有限公司】用户订单：23032401，物料：31200025，下达物料需求计划新时提示：计划用料数量必须大于0，用户使用的是生产流程：OEM包装流程，查询BOM中物料是有使用数量的，并且无生产单，麻烦查看下是哪里的问题呢,,M,致命,紧急,生产管理,代码错误,代码bug，编辑bom时子项物料有多个时，未校验为0的情况
672,230517-00000482,2023-05-17 16:06:01,【宁波海子卫浴用品有限公司】用户订单草稿单中添加了附件后，再次编辑无法删除附件，必须提交了订单后编辑订单才能删除附件，麻烦查看下是哪里的问题呢,,E,严重,紧急,订单,设计问题,订单草稿功能待订单重构功能上线会拿掉
673,230517-00000481,2023-05-17 15:52:23,【上海雁南汽车零部件有限公司】-物料：M21.000455再2023-05-12 08:44:01已禁用，但是2023-05-16 17:07:52导入物料 ：P13.000807BOM时可以将这个已禁用的物料作为子项物料成功导入，请问bom导入是是没有显示物料状态吗？设计如此吗？,,M,严重,紧急,物料,代码错误,代码bug，物料编号有大写字母时没有校验住
674,230517-00000480,2023-05-17 15:35:00,【佛山市南海德力邦弹簧有限公司】用户生产单：178生产物料：CP-3612，生产单中的物料转换比例是3000条:0.078KG，但是在物料详情中查看物料辅助单位比例是：0.078=1条，现在导致物料出入库后会造成库存F负数，目前用户有2个需求①清除库存F的负数库存，②查看生产单为什么转换比例不对,,M,严重,紧急,生产管理,数据清理,"创建生产单选择多单位物料后修改数量，辅助单位数量未跟着改变,，已修复"
675,230517-00000478,2023-05-17 13:29:17,鹿享家--全流程追溯报表又查到不数（要彻底解决，发生很多次相同问题）,,E,致命,紧急,质量追溯,数据清理,生产库存数据不一致，导致异步出入库失败，sn的物料信息不存在，列表中无法显示
676,230517-00000476,2023-05-17 13:18:00,【温州市致特森汽车配件有限公司】-设备管理-设备点检-设备日常点检报表中“未完成点检数”显示2，但是在设备日常点检表中筛选点检进度为待点检、进行中、未开始筛选结果仅有一条数据，帮忙看下什么问题吧,,Efficiency,严重,紧急,CorePaaS,代码错误,数据修复
677,230517-00000475,2023-05-17 12:09:57,【南京川木电机有限公司】用户应付单号：23030033在4月份导出的表格中是有这个应付单号，但是现在查询查不到了，麻烦查看是否是用户删除了呢②另外一个发票单据号：0000160对应的采购应付单也不见了，麻烦查看下呢,,E,严重,紧急,财务,其他,23030033这条数据在2023-04-28 09:37:52.535这个时间点删除了
678,230517-00000472,2023-05-17 10:55:32,生产单自定义字段反写物料自定义字段不成功，查看工作流日志提示ABC类上传了不包含的选项,,E,严重,高,自定义字段,其他,物料数据融合abc类描述不正确问题
679,230517-00000470,2023-05-17 10:38:14,【河北蓝辉金属制品有限公司】用户查看其他应付单中有供应商：【 李金东】的汇兑损益，但是查询该供应商所有的采购单均是人民币，不存在汇兑损益，同时，汇兑损益详情中金额是否有问题，付款1200元然后损失1195，麻烦查看下是哪里的问题呢,,E,严重,紧急,财务,代码错误,付款核销单，开票核销单 创建其他应付单复用同一个工作流， 付款核销单核销完触发工作流中途中止是事先设计好预期内的
680,230517-00000468,2023-05-17 07:58:30,【海德鲁】 报表计算的计划外损失时间差异过大,,M,严重,紧急,报表,代码错误,历史原因
681,230516-00000465,2023-05-16 22:14:30,【明达铝业科技（太仓）有限公司（NEW）】按仓库查询显示库存，详情里无数据,,E,致命,紧急,库存,数据清理,生产库存数据同步问题
682,230516-00000463,2023-05-16 15:30:10,【明达铝业科技（太仓）有限公司（NEW）】库存负数,,E,致命,紧急,库存,数据清理,生产库存数据同步问题
